Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills, Available,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,2,0,0,0,"C Programming, C++ Programming, CSS, Data Analytics, HTML, Power BI, Python, SQL",Yes,B.Tech,Mechanical Engineering,2024,NA,NA,1,1
,3,2,0,0,"Data Analytics, Python, Data Science, Google Analytics, MS-Excel, Machine Learning, SQL",Yes,B.Tech,computer science,2024,NA,NA,NA,NA
,1,2,1,0,"English Proficiency (Written), MS-Excel, Data Analytics, English Proficiency (Spoken), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Word, Machine Learning, Mathematics, SQL, Computer Vision, Natural Language Processing (NLP), Power BI, Python",Yes,Master of Science (M.Sc),Data Analytics,2023,NA,NA,NA,NA
,3,0,0,0,"HTML, Python, Artificial Intelligence, CSS, Database Management System (DBMS), JavaScript, SQL",Yes,B.Tech,Computer Science,2024,NA,0.792,1,1
,0,0,0,0,"MS SQL Server, MS-Office, MS-Word, Manual Testing, Postman, Quality Assurance/Quality Control (QA/QC)",Yes,Post Graduate Diploma In Computer Applications (P.G.D.C.A.),All Stream,2021,0.92,NA,NA,NA
,3,2,2,2,"HTML, Python, Bootstrap, CSS, Data Science, Deep Learning, Flask, GitHub, MS-Excel, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), SQL, Django, Postman",Yes,Bachelor of Science (B.Sc),Computer Science,2021,NA,NA,NA,NA
,2,0,0,0,"Analog And Digital Circuits, Data Science, Data Structures, Django, English Proficiency (Written), Internet of Things (IoT), MS-PowerPoint, MS-Word, Python, Amazon Web Server (AWS), Arduino, Artificial intelligence, C Programming, C#, English Proficiency (Spoken), MySQL, Raspberry Pi",Yes,B.Tech,Electronics and Communication,2023,NA,0.73,1,1
,2,2,0,2,"Data Science, Data Structures, Deep Learning, Java, Machine Learning, Microsoft PowerApps, Neural Networks, Python",Yes,Bachelor of Technology (B.Tech),Mechanical Engineering,2025,NA,NA,NA,NA
,2,1,0,3,"Arduino, Computer Vision, Deep Learning, Internet of Things (IoT), Analog And Digital Circuits, C Programming, C#, C++ Programming, Digital Signal Processing, Embedded Systems, MATLAB, MS-Excel, Python, VLSI, Verilog, Machine Learning, R Programming, Raspberry Pi",Yes,Bachelor of Technology (B.Tech),Electronics and Communication,2023,NA,0.948,1,1
,0,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word",Yes,Bachelor of Science (B.Sc),Physics,2022,NA,NA,NA,NA
,0,0,0,0,"HTML, Java, Linux, Software Testing",Yes,Master of Computer Applications (MCA),Computer Science And IT,2024,NA,NA,NA,NA
,2,1,1,1,"MS-Word, Java, MS-Excel, MS-Office, Python, SQL, Artificial intelligence, Computer Vision, Data Analytics, Database Management System (DBMS), Deep Learning, Machine Learning, Natural Language Processing (NLP), R Programming",Yes,M.Sc (Information Technology),Data Science,2024,NA,0.609,1,NA
,0,0,0,0,"English Proficiency (Written), C Programming, English Proficiency (Spoken), C++ Programming, Data Structures",Yes,Bachelor of Computer Applications (BCA),Computer Application,2025,NA,NA,1,1
,3,2,0,0,"Python, Data Analytics, Data Science, MS-Excel, MS-Office, Machine Learning, Mathematics, PostgreSQL, Tableau, R Programming, SPSS, SQL",Yes,Master of Science (M.Sc),Statistics,2023,0.93,NA,NA,NA
,1,1,0,1,"Artificial Intelligence, C Programming, Database Management System (DBMS), Java, Deep Learning, Machine Learning, Python",Yes,B.Tech,"Artificial Intelligence, Machine Learning And Robotics",2024,NA,0.805,1,NA
,2,3,0,0,"English Proficiency (Spoken), Machine Learning, Mathematics, English Proficiency (Written), Python, Artificial Intelligence",Yes,Integrated M.Sc.,Mathematics,2027,NA,0.943,NA,NA
,2,2,0,0,"Business Analysis, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, MySQL, Python, Research and Analytics, Statistics, Statistical Modeling",Yes,Post Graduate Programme (PGP),Data Science,2023,NA,NA,NA,NA
,2,2,2,2,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Tableau",Yes,Integrated B.E & MBA,Data Science,2006,NA,NA,NA,NA
,2,1,0,0,"Bootstrap, C Programming, CSS, Data Structures, Database Management System (DBMS), Django, HTML, Java, MS-Office, Python, JavaScript, Machine Learning, jQuery",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,2,2,1,"C Programming, C++ Programming, Machine Learning, Natural Language Processing (NLP), Python, Computer Vision, Deep Learning, Neural Networks, OpenCV",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.958,1,NA
,2,2,1,1,"C Programming, Content Writing, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), GitHub, MS-Excel, Machine Learning, Python, Creative Writing, Data Analytics, Data Science, Deep Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, Research and Analytics",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,NA,0.848,1,1
,3,2,1,0,"C Programming, C++ Programming, Data Science, MS-Office, Python, Data Analytics, Data Structures, Image Processing, MATLAB, Machine Learning, Neural Networks, Visual Basic (VB), Natural Language Processing (NLP), Research and Analytics, SQL",Yes,B.Tech,Civil Engineering,2024,NA,0.756,NA,1
,2,0,0,0,"CSS, Flutter, HTML, Python, Java",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.751,1,1
,2,0,0,0,"Biology, C Programming, Chemistry, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Java, MS-Excel, MS-Office, Physics, Subject Matter Expert (SME), Client Relationship, Python, Social Media Marketing, Email Marketing",Yes,Bachelor of Science (B.Sc),,2024,NA,NA,1,1
,2,2,0,2,"Data Analytics, MS-PowerPoint, MS-Word, Data Science, Deep Learning, MS-Excel, Machine Learning, Python, Artificial Intelligence, Google Analytics, SQL, Search Engine Optimization (SEO), Tableau",Yes,Master of Science (M.Sc) (Tech),Food Technology,2019,0.71,0.488,NA,NA
,2,1,0,0,"Python, Data Analytics, Machine Learning",Yes,Master of Computer Applications (MCA),computer science,2023,NA,NA,NA,NA
,3,2,2,1,"C Programming, MySQL, Python, SQL, Algorithms, Blender 3D, C++ Programming, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), GitHub, HTML, Java, Linux, MS-Office, Machine Learning, Natural Language Processing (NLP), Blockchain, CSS, Computer Vision, Deep Learning, Django, JavaScript, MS SQL Server, PHP, R Programming, WordPress",Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2020,0.69,NA,1,1
,2,2,0,2,"Bootstrap, C Programming, C++ Programming, CSS, Computer Networks, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), Git, Git Bash, HTML, Hindi Proficiency (Spoken), Java, Machine Learning, Microsoft Azure, Python, SQL, Computer Vision, Image Processing, JSP, JavaScript, MATLAB, MySQL, PHP, Servlets, Visual Basic (VB), XML",Yes,Bachelor of Computer Applications (BCA),Computer Application,2023,NA,0.809,1,1
,0,0,0,0,,Yes,,Data Science,2022,NA,0.7,1,1
,0,2,0,0,"Data Structures, Machine Learning",No,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,0,0,0,0,0,Yes,Bachelor of Engineering (B.E),Electronics and Instrumentation ,2022,NA,NA,NA,NA
,2,0,0,0,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Event Management, MS SQL Server, MS-Excel, MS-PowerPoint, Python, Tableau",Yes,B.Tech,Mechanical Engineering,2024,NA,0.934,1,1
,2,0,0,0,"Artificial Intelligence, Python, Android, Flutter",No,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),Artificial Intelligence And Data Sciences,2025,NA,NA,NA,NA
,0,0,0,0,Artificial Intelligence,Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,1,1,0,0,"CSS, HTML, Java, Machine Learning, MySQL, Python",Yes,B.Tech,Cs(aiml),2024,NA,1,1,NA
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,NA,1,NA
,3,3,2,3,"C++ Programming, Computer Vision, Deep Learning, Machine Learning, Python, Data Science, Natural Language Processing (NLP)",Yes,Master of Technology (M.Tech),Artificial Intelligence,2023,NA,0.762,NA,NA
,2,0,0,0,"Django, Python, ASP.NET, Java",Yes,Master of Computer Applications (MCA),,2023,NA,NA,NA,NA
,2,2,2,1,"Adobe Photoshop, Amazon Web Server (AWS), Amazon Web Services (AWS), Artificial Intelligence, AutoCAD, BIG DATA ANALYTICS, CAD, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Design Thinking, Django, JavaScript, MATLAB, MS-Excel, MS-Office, MS-PowerPoint, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Power BI, Python, SQL, Tableau, Deep Learning, HTML, Java",Yes,B.Tech,Artificial Intelligence,2024,NA,0.788,1,1
,2,3,3,3,"Deep Learning, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), Data Analytics, Data Science, Python, SQL, Tableau",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2019,NA,NA,1,1
,2,2,2,2,"Amazon Web Services (AWS), Data Science, Deep Learning, Docker, Git, GitHub, Kubernetes, Machine Learning, Natural Language Processing (NLP), Python",Yes,Bachelor of Technology (B.Tech),Electronics and Communication,2021,NA,NA,1,1
,3,3,2,2,"Artificial Intelligence, English Proficiency (Written), MS-PowerPoint, MS-Word, Machine Learning, Python, Computer Vision, Data Structures, Deep Learning, English Proficiency (Spoken), MS-Excel, Microsoft Visual Studio, Natural Language Processing (NLP), Neural Networks, Django",Yes,,,0,NA,NA,1,NA
,0,0,0,0,,Yes,BE,Computer Science & Engineering,2020,NA,NA,NA,NA
,2,2,2,2,"Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, Tableau",Yes,Integrated MCA,Information Technology,2023,NA,0.9,1,1
,2,2,0,3,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Artificial Intelligence, Bootstrap, C Programming, C++ Programming, CSS, Computer Vision, Data Science, Data Structures, Google Suite (G Suite), Google Workspace, HTML, JavaScript, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Painting, Python, ReactJS, Sketching, Django, Node.js, WordPress",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,1,1
,0,2,0,0,"C++ Programming, MS-Office, Machine Learning, Artificial Intelligence, C Programming, Data Science, Data Structures, Database Management System (DBMS), Java",Yes,Master of Technology (M.Tech),Computer Science & Engineering,2017,NA,NA,NA,NA
,3,3,0,0,"Machine Learning, Python, C Programming, C++ Programming, CSS, HTML, Java, SQL, UI & UX Design, JavaScript",Yes,Bachelor of Engineering (B.E) (Hons.),Computer Science & Engineering,2025,NA,NA,1,1
,2,2,1,1,"Algorithms, CSS, Data Structures, GitHub, HTML, Linux, MS-Excel, Machine Learning, MySQL, Neural Networks, Python, SQL, Artificial intelligence, Computer Vision, Data Analytics, Data Science, Deep Learning, Natural Language Processing (NLP), OpenCV",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.778,1,1
,3,2,0,0,"Python, Artificial Intelligence, Machine Learning, ReactJS, Unity 3D, Node.js",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,2,0,2,"Deep Learning, Java, MS-Excel, Machine Learning, MySQL, Python, Data Analytics",Yes,B.Tech,CSE( Artificial Intelligence And Machine Learning ),2024,NA,0.7,NA,NA
,2,1,1,1,"C++ Programming, CSS, English Proficiency (Spoken), HTML, Python, Data Analytics, Data Science, Deep Learning, Flask, JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks",Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,2,2,0,2,"C Programming, CSS, Deep Learning, HTML, Java, JavaScript, Machine Learning, Node.js, Python, R Programming, ReactJS, TypeScript",Yes,Bachelor of Technology (B.Tech),,2024,0.71,NA,NA,NA
,0,2,0,0,"Data Science, Data Analytics, MS-Excel, MS-Office, Machine Learning, MySQL",Yes,Bachelor Of Mechanical Engineering,Mechanical Engineering,2022,NA,0.72,NA,1
,2,2,0,0,"MS-Excel, Machine Learning, Python, Tableau, Data Analytics",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2022,NA,0.78,NA,NA
,2,2,0,0,"C Programming, C++ Programming, CSS, Express.js, Machine Learning, MongoDB, Node.js, Python, Bootstrap, HTML, REST API, ReactJS, Software Testing",Yes,B.Tech,Computer Science,2024,NA,0.892,NA,NA
,2,2,2,2,"Database Management System (DBMS), VS Code, WordPress, C++ Programming, CSS, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, PHP, Python, Research and Analytics, SQL, Visual Basic (VB), Data Analytics, JavaScript, Power BI, Tableau",Yes,M.Sc (Information Technology),Computer Application(Data Science),2023,NA,0.611,1,1
,1,0,0,0,"Database Management System (DBMS), C Programming, C++ Programming, Java, MySQL, Python",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,0.7863,NA,NA
,2,2,0,0,"Data Analytics, Data Science, MS SQL Server, MS-Excel, Machine Learning, Python",Yes,Post Graduate Diploma In Data Analytics And Machine Learning,Data Analytics,2023,0.75,0.819,NA,NA
,0,0,2,0,"Data Analytics, Data Science, English Proficiency (Written), Physics, C++ Programming, English Proficiency (Spoken), MS-Office, Natural Language Processing (NLP), Power BI, SQL, Tableau, MS-Excel",Yes,Bachelor of Science (B.Sc),Physics,2022,NA,0.768,1,1
,3,3,3,2,"Machine Learning, MongoDB, Natural Language Processing (NLP), Python, Algorithms, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, Git, GitHub, Linux, Neural Networks, OpenCV, PostgreSQL, Postman, SQL, SQLite, Selenium, Business Analysis, Business Research, Data Analytics, Django, FastAPI, Flask, REST API",Yes,B.Tech (Hons.),computer science,2024,NA,0.968,1,NA
,0,0,0,0,"English Proficiency (Written), Java, C Programming, Data Structures, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, SQL",Yes,B.Tech,,2022,NA,0.915,NA,NA
,2,2,0,0,"MS-Excel, MS-Office, MS-Word, C++ Programming, Data Analytics, Database Management System (DBMS), Machine Learning, Python, SQL, Statistics, Tableau, VHDL",Yes,Master of Technology (M.Tech),Nanotechnology,2017,0.89,0.757,1,1
,2,2,0,2,"CSS, Data Science, Deep Learning, HTML, Image Processing, Machine Learning, MySQL, Python, Algorithms, Artificial Intelligence, C++ Programming, Computer Vision, Data Analytics, Data Structures, Flask, GitHub, MS-PowerPoint, Mathematics, MongoDB, Neural Networks, REST API, SQL",Yes,Master of Data Science,Data Science And AI,2023,NA,NA,NA,NA
,2,2,2,1,"English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence, C++ Programming, Data Analytics, Data Science, HTML, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Deep Learning, NoSQL, R Programming, SQL",Yes,B.Tech,,2024,NA,0.912,1,1
,2,0,0,0,"C Programming, English Proficiency (Spoken), Algorithms, Artificial Intelligence, Data Structures, English Proficiency (Written), GitHub, Java, Python, SQL",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.954,1,1
,3,0,0,0,"Python, Data Analytics, Data Science, English Proficiency (Spoken), Power BI",Yes,B.Tech,Computer Science,2022,NA,0.975,NA,NA
,0,0,0,0,,Yes,B.Tech,Computer Science & Engineering,2026,NA,NA,NA,NA
,2,2,0,0,"C Programming, CSS, Cloud Computing, HTML, Machine Learning, Python, ReactJS",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,1,1
,2,2,2,2,"English Proficiency (Spoken), Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Business Analysis, Data Analytics, Data Science, Deep Learning, English Proficiency (Written), Machine Learning, Natural Language Processing (NLP), Python, SQL, Video Editing, Video Making",Yes,B.Tech,,2025,NA,NA,NA,NA
,2,0,0,0,"C++ Programming, CSS, HTML, MS-Excel, MySQL, Python, JavaScript",Yes,Integrated B.Tech & M.Tech,AI & DATA SCIENCE,2026,NA,NA,1,1
,3,2,0,1,"CSS, HTML, JavaScript, MySQL, Python, Artificial intelligence, Java, Machine Learning, MongoDB, Node.js, Deep Learning",Yes,B.Tech,Computer Science & Engineering(artificial Intelligence And Machine Learning),2024,NA,0.81,1,1
,2,0,0,0,"C Programming, C++ Programming, Database Management System (DBMS), MS-Office, Python, SQL, Android, Java, JavaScript",Yes,Master of Computer Applications (MCA),computer science,2023,NA,NA,NA,NA
,2,2,2,1,"SQL, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Artificial Intelligence, Deep Learning",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,0.83,1,1
,0,0,0,0,,Yes,B.Tech,,2024,NA,NA,NA,NA
,3,2,0,0,"Python, .NET, C Programming, Flask, HTML, JavaScript, MS-Excel, MS-Office, Machine Learning, MongoDB, MySQL, Postman, Selenium, GitHub, Java",Yes,Bachelor of Chemical Engineering,,2023,NA,NA,NA,NA
,3,0,0,0,"CSS, HTML, Java, MySQL, Node.js, Python, ReactJS, Django, Express.js, JavaScript, MongoDB, Spring MVC",Yes,Master of Computer Applications (MCA),Computer Science,2023,NA,NA,1,1
,3,0,0,0,"MS-Excel, Python, Data Analytics, MS-PowerPoint, Power BI, SQL, Tableau",Yes,B.Tech,Information Technology,2023,NA,NA,1,1
,1,0,0,0,"Java, Business Analysis, Python, WordPress",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,10.50428571,NA,1
,1,1,0,0,"Machine Learning, MySQL, Python, Statistical Modeling",Yes,Master of Arts (M.A.),Arts,2016,1.00,NA,NA,NA
,2,2,2,1,"C Programming, Data Analytics, Data Science, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Data Structures, Deep Learning, Power BI",Yes,Master of Science (M.Sc),Mathemtaics With Computer Science,2023,NA,NA,NA,NA
